anchor_stamp_s,scene_stamp_s,sync_dt_ms,label_mode,prompt,label_waypoints_json,wp0_x,wp0_y,wp0_z,wp1_x,wp1_y,wp1_z,wp2_x,wp2_y,wp2_z,wp3_x,wp3_y,wp3_z,wp4_x,wp4_y,wp4_z
1773808537.480574131,1773808537.480574131,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.02, 0.04, -2.45) m.
- Current velocity is (0.00, 0.00, 0.00) m/s (speed 0.01 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-1.08, 28.46, -0.05) m with distance 28.48 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 6. Nearest depth obstacle in NED is at (-0.28, 0.46, -2.32) m, relative vector (-0.26, 0.42, 0.12) m, distance 0.51 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 0.28 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [0.28, 4.85, 4.85, 4.84, 4.84] m.
- Nearest obstacle sector is far_left at 0.28 m and clearance status is blocked.
- Lateral planning hint: right side is clearer.","{""waypoints"":[{""x"":-0.11330537931034537,""y"":0.49137881034482506},{""x"":-0.1305467586206902,""y"":0.9827581206896527},{""x"":-0.147788137931035,""y"":1.4741374310344801},{""x"":-0.16502951724137985,""y"":1.965516741379308},{""x"":-0.18227089655172468,""y"":2.456896051724135}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 28.52 m to 28.03 m from goal immediately and to 26.06 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 5.99 m against manifest obstacles with 0 violating segment(s).""}",-0.11330537931034537,0.49137881034482506,-2.5,-0.1305467586206902,0.9827581206896527,-2.5,-0.147788137931035,1.4741374310344801,-2.5,-0.16502951724137985,1.965516741379308,-2.5,-0.18227089655172468,2.456896051724135,-2.5
1773808540.262112141,1773808540.262112141,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.07, 0.25, -2.50) m.
- Current velocity is (-0.02, 0.11, -0.00) m/s (speed 0.12 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-1.02, 28.25, 0.00) m with distance 28.27 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 0. Nearest depth obstacle in NED is at (-0.07, 0.25, -2.50) m, relative vector (20.00, 0.00, 0.00) m, distance 20.00 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.94 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.94, 4.94, 4.94, 4.94, 4.94] m.
- Nearest obstacle sector is far_left at 4.94 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.1305467586206902,""y"":0.9827581206896527},{""x"":-0.147788137931035,""y"":1.4741374310344801},{""x"":-0.16502951724137985,""y"":1.965516741379308},{""x"":-0.18227089655172468,""y"":2.456896051724135},{""x"":-0.1995122758620695,""y"":2.9482753620689626}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 28.03 m to 27.53 m from goal immediately and to 25.57 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.00 m against manifest obstacles with 0 violating segment(s).""}",-0.1305467586206902,0.9827581206896527,-2.5,-0.147788137931035,1.4741374310344801,-2.5,-0.16502951724137985,1.965516741379308,-2.5,-0.18227089655172468,2.456896051724135,-2.5,-0.1995122758620695,2.9482753620689626,-2.5
1773808545.611407995,1773808545.611407995,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.11, 0.74, -2.49) m.
- Current velocity is (0.00, 0.10, 0.00) m/s (speed 0.10 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.99, 27.76, -0.01) m with distance 27.78 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 0. Nearest depth obstacle in NED is at (-0.11, 0.74, -2.49) m, relative vector (20.00, 0.00, 0.00) m, distance 20.00 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.87 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.89, 4.89, 4.88, 4.88, 4.87] m.
- Nearest obstacle sector is far_right at 4.87 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.147788137931035,""y"":1.4741374310344801},{""x"":-0.16502951724137985,""y"":1.965516741379308},{""x"":-0.18227089655172468,""y"":2.456896051724135},{""x"":-0.1995122758620695,""y"":2.9482753620689626},{""x"":-0.21675365517241435,""y"":3.4396546724137904}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 27.53 m to 27.04 m from goal immediately and to 25.08 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.02 m against manifest obstacles with 0 violating segment(s).""}",-0.147788137931035,1.4741374310344801,-2.5,-0.16502951724137985,1.965516741379308,-2.5,-0.18227089655172468,2.456896051724135,-2.5,-0.1995122758620695,2.9482753620689626,-2.5,-0.21675365517241435,3.4396546724137904,-2.5
1773808550.700504541,1773808550.700504541,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.15, 1.23, -2.49) m.
- Current velocity is (-0.01, 0.11, 0.00) m/s (speed 0.11 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.94, 27.27, -0.01) m with distance 27.28 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 1. Nearest depth obstacle in NED is at (-5.03, 11.40, -2.02) m, relative vector (-4.87, 10.17, 0.47) m, distance 11.28 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.95 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.95, 4.95, 4.95, 4.96, 4.96] m.
- Nearest obstacle sector is far_left at 4.95 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.16502951724137985,""y"":1.965516741379308},{""x"":-0.18227089655172468,""y"":2.456896051724135},{""x"":-0.1995122758620695,""y"":2.9482753620689626},{""x"":-0.21675365517241435,""y"":3.4396546724137904},{""x"":-0.23399503448275916,""y"":3.9310339827586183}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 27.04 m to 26.55 m from goal immediately and to 24.58 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.04 m against manifest obstacles with 0 violating segment(s).""}",-0.16502951724137985,1.965516741379308,-2.5,-0.18227089655172468,2.456896051724135,-2.5,-0.1995122758620695,2.9482753620689626,-2.5,-0.21675365517241435,3.4396546724137904,-2.5,-0.23399503448275916,3.9310339827586183,-2.5
1773808555.662749767,1773808555.662749767,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.14, 1.73, -2.50) m.
- Current velocity is (-0.00, 0.10, 0.00) m/s (speed 0.10 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.96, 26.77, -0.00) m with distance 26.79 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.88, 11.44, -2.60) m, relative vector (-4.75, 9.71, -0.11) m, distance 10.81 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 5.02 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [5.05, 5.04, 5.03, 5.02, 5.02] m.
- Nearest obstacle sector is far_right at 5.02 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.18227089655172468,""y"":2.456896051724135},{""x"":-0.1995122758620695,""y"":2.9482753620689626},{""x"":-0.21675365517241435,""y"":3.4396546724137904},{""x"":-0.23399503448275916,""y"":3.9310339827586183},{""x"":-0.251236413793104,""y"":4.422413293103446}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 26.55 m to 26.06 m from goal immediately and to 24.09 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.05 m against manifest obstacles with 0 violating segment(s).""}",-0.18227089655172468,2.456896051724135,-2.5,-0.1995122758620695,2.9482753620689626,-2.5,-0.21675365517241435,3.4396546724137904,-2.5,-0.23399503448275916,3.9310339827586183,-2.5,-0.251236413793104,4.422413293103446,-2.5
1773808560.470561028,1773808560.470561028,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.14, 2.21, -2.50) m.
- Current velocity is (-0.01, 0.12, 0.01) m/s (speed 0.12 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.95, 26.29, 0.00) m with distance 26.30 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.96, 11.35, -2.70) m, relative vector (-4.82, 9.14, -0.20) m, distance 10.33 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 5.00 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [5.04, 5.03, 5.02, 5.01, 5.00] m.
- Nearest obstacle sector is far_right at 5.00 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.1995122758620695,""y"":2.9482753620689626},{""x"":-0.21675365517241435,""y"":3.4396546724137904},{""x"":-0.23399503448275916,""y"":3.9310339827586183},{""x"":-0.251236413793104,""y"":4.422413293103446},{""x"":-0.2684777931034488,""y"":4.9137926034482735}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 26.06 m to 25.57 m from goal immediately and to 23.60 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.07 m against manifest obstacles with 0 violating segment(s).""}",-0.1995122758620695,2.9482753620689626,-2.5,-0.21675365517241435,3.4396546724137904,-2.5,-0.23399503448275916,3.9310339827586183,-2.5,-0.251236413793104,4.422413293103446,-2.5,-0.2684777931034488,4.9137926034482735,-2.5
1773808567.296949625,1773808567.296949625,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.22, 2.70, -2.49) m.
- Current velocity is (0.01, 0.08, 0.00) m/s (speed 0.08 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.88, 25.80, -0.01) m with distance 25.81 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 0. Nearest depth obstacle in NED is at (-0.22, 2.70, -2.49) m, relative vector (20.00, 0.00, 0.00) m, distance 20.00 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.89 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.89, 4.89, 4.90, 4.90, 4.91] m.
- Nearest obstacle sector is far_left at 4.89 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.21675365517241435,""y"":3.4396546724137904},{""x"":-0.23399503448275916,""y"":3.9310339827586183},{""x"":-0.251236413793104,""y"":4.422413293103446},{""x"":-0.2684777931034488,""y"":4.9137926034482735},{""x"":-0.28571917241379363,""y"":5.405171913793101}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 25.57 m to 25.08 m from goal immediately and to 23.11 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.09 m against manifest obstacles with 0 violating segment(s).""}",-0.21675365517241435,3.4396546724137904,-2.5,-0.23399503448275916,3.9310339827586183,-2.5,-0.251236413793104,4.422413293103446,-2.5,-0.2684777931034488,4.9137926034482735,-2.5,-0.28571917241379363,5.405171913793101,-2.5
1773808572.803233147,1773808572.803233147,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.19, 3.20, -2.50) m.
- Current velocity is (0.00, 0.08, 0.01) m/s (speed 0.08 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.90, 25.30, -0.00) m with distance 25.32 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 3. Nearest depth obstacle in NED is at (-4.81, 11.46, -2.24) m, relative vector (-4.62, 8.26, 0.26) m, distance 9.47 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.87 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.90, 4.89, 4.88, 4.88, 4.87] m.
- Nearest obstacle sector is far_right at 4.87 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.23399503448275916,""y"":3.9310339827586183},{""x"":-0.251236413793104,""y"":4.422413293103446},{""x"":-0.2684777931034488,""y"":4.9137926034482735},{""x"":-0.28571917241379363,""y"":5.405171913793101},{""x"":-0.3029605517241385,""y"":5.896551224137928}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 25.08 m to 24.58 m from goal immediately and to 22.62 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.11 m against manifest obstacles with 0 violating segment(s).""}",-0.23399503448275916,3.9310339827586183,-2.5,-0.251236413793104,4.422413293103446,-2.5,-0.2684777931034488,4.9137926034482735,-2.5,-0.28571917241379363,5.405171913793101,-2.5,-0.3029605517241385,5.896551224137928,-2.5
1773808578.235314369,1773808578.235314369,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.19, 3.69, -2.48) m.
- Current velocity is (-0.01, 0.09, 0.01) m/s (speed 0.09 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.90, 24.81, -0.02) m with distance 24.83 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.72, 11.58, -2.33) m, relative vector (-4.53, 7.89, 0.14) m, distance 9.10 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.96 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.97, 4.97, 4.96, 4.96, 4.96] m.
- Nearest obstacle sector is far_right at 4.96 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.251236413793104,""y"":4.422413293103446},{""x"":-0.2684777931034488,""y"":4.9137926034482735},{""x"":-0.28571917241379363,""y"":5.405171913793101},{""x"":-0.3029605517241385,""y"":5.896551224137928},{""x"":-0.3202019310344833,""y"":6.387930534482757}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 24.58 m to 24.09 m from goal immediately and to 22.13 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.12 m against manifest obstacles with 0 violating segment(s).""}",-0.251236413793104,4.422413293103446,-2.5,-0.2684777931034488,4.9137926034482735,-2.5,-0.28571917241379363,5.405171913793101,-2.5,-0.3029605517241385,5.896551224137928,-2.5,-0.3202019310344833,6.387930534482757,-2.5
1773808585.817008495,1773808585.817008495,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.31, 4.17, -2.48) m.
- Current velocity is (0.01, 0.09, -0.00) m/s (speed 0.09 m/s).
- Goal position NED is (-1.10, 28.50, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (-0.79, 24.33, -0.02) m with distance 24.34 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 1. Nearest depth obstacle in NED is at (-4.83, 11.56, -2.15) m, relative vector (-4.52, 7.39, 0.33) m, distance 8.67 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.97 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.97, 4.98, 4.99, 4.99, 5.00] m.
- Nearest obstacle sector is far_left at 4.97 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.2684777931034488,""y"":4.9137926034482735},{""x"":-0.28571917241379363,""y"":5.405171913793101},{""x"":-0.3029605517241385,""y"":5.896551224137928},{""x"":-0.3202019310344833,""y"":6.387930534482757},{""x"":-0.3374433103448281,""y"":6.879309844827584}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 24.09 m to 23.60 m from goal immediately and to 21.63 m by the final waypoint, so progress is 0.49 m selected / 2.46 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 5.86 m against manifest obstacles with 0 violating segment(s).""}",-0.2684777931034488,4.9137926034482735,-2.5,-0.28571917241379363,5.405171913793101,-2.5,-0.3029605517241385,5.896551224137928,-2.5,-0.3202019310344833,6.387930534482757,-2.5,-0.3374433103448281,6.879309844827584,-2.5
