anchor_stamp_s,scene_stamp_s,sync_dt_ms,label_mode,prompt,label_waypoints_json,wp0_x,wp0_y,wp0_z,wp1_x,wp1_y,wp1_z,wp2_x,wp2_y,wp2_z,wp3_x,wp3_y,wp3_z,wp4_x,wp4_y,wp4_z
1773825719.020215750,1773825719.020215750,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.05, -0.10, -2.41) m.
- Current velocity is (0.01, -0.00, 0.00) m/s (speed 0.01 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.28, 28.35, -0.09) m with distance 28.35 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 17. Nearest depth obstacle in NED is at (-0.05, 0.26, -2.14) m, relative vector (-0.00, 0.35, 0.27) m, distance 0.45 m.
- Depth validity fraction is 0.22. Global nearest obstacle distance is 0.20 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [0.20, 0.20, 0.20, 0.20, 0.20] m.
- Nearest obstacle sector is right at 0.20 m and clearance status is blocked.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.012097035087720219,""y"":0.4956145350877218},{""x"":-0.0077110701754395175,""y"":0.9912285701754411},{""x"":-0.003325105263158816,""y"":1.4868426052631603},{""x"":0.0010608596491218855,""y"":1.9824566403508797},{""x"":0.005446824561402587,""y"":2.478070675438599}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 28.25 m to 27.76 m from goal immediately and to 25.77 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.25 m against manifest obstacles with 0 violating segment(s).""}",-0.012097035087720219,0.4956145350877218,-2.5,-0.0077110701754395175,0.9912285701754411,-2.5,-0.003325105263158816,1.4868426052631603,-2.5,0.0010608596491218855,1.9824566403508797,-2.5,0.005446824561402587,2.478070675438599,-2.5
1773825725.718489408,1773825725.718489408,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (0.01, 0.25, -2.49) m.
- Current velocity is (-0.01, 0.06, 0.00) m/s (speed 0.06 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.23, 28.00, -0.01) m with distance 28.00 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 1. Nearest depth obstacle in NED is at (-5.09, 10.87, -2.14) m, relative vector (-5.10, 10.62, 0.35) m, distance 11.79 m.
- Depth validity fraction is 0.29. Global nearest obstacle distance is 8.20 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [8.20, 9.48, 10.32, 10.40, 8.37] m.
- Nearest obstacle sector is far_left at 8.20 m and clearance status is clear.
- Lateral planning hint: right side is clearer.","{""waypoints"":[{""x"":-0.0077110701754395175,""y"":0.9912285701754411},{""x"":-0.003325105263158816,""y"":1.4868426052631603},{""x"":0.0010608596491218855,""y"":1.9824566403508797},{""x"":0.005446824561402587,""y"":2.478070675438599},{""x"":0.009832789473683289,""y"":2.973684710526318}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 27.76 m to 27.26 m from goal immediately and to 25.28 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.25 m against manifest obstacles with 0 violating segment(s).""}",-0.0077110701754395175,0.9912285701754411,-2.5,-0.003325105263158816,1.4868426052631603,-2.5,0.0010608596491218855,1.9824566403508797,-2.5,0.005446824561402587,2.478070675438599,-2.5,0.009832789473683289,2.973684710526318,-2.5
1773825731.901385784,1773825731.901385784,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.04, 0.75, -2.47) m.
- Current velocity is (0.00, 0.07, -0.00) m/s (speed 0.07 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.28, 27.50, -0.03) m with distance 27.51 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 1. Nearest depth obstacle in NED is at (-5.10, 11.08, -2.51) m, relative vector (-5.05, 10.33, -0.04) m, distance 11.50 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.84 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.85, 4.85, 4.85, 4.84, 4.84] m.
- Nearest obstacle sector is far_right at 4.84 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":-0.003325105263158816,""y"":1.4868426052631603},{""x"":0.0010608596491218855,""y"":1.9824566403508797},{""x"":0.005446824561402587,""y"":2.478070675438599},{""x"":0.009832789473683289,""y"":2.973684710526318},{""x"":0.01421875438596399,""y"":3.4692987456140374}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 27.26 m to 26.76 m from goal immediately and to 24.78 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.26 m against manifest obstacles with 0 violating segment(s).""}",-0.003325105263158816,1.4868426052631603,-2.5,0.0010608596491218855,1.9824566403508797,-2.5,0.005446824561402587,2.478070675438599,-2.5,0.009832789473683289,2.973684710526318,-2.5,0.01421875438596399,3.4692987456140374,-2.5
1773825739.748872042,1773825739.748872042,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.03, 1.24, -2.47) m.
- Current velocity is (0.01, 0.06, -0.00) m/s (speed 0.06 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.27, 27.01, -0.03) m with distance 27.01 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.93, 10.79, -2.62) m, relative vector (-4.90, 9.55, -0.15) m, distance 10.74 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.93 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.94, 4.94, 4.94, 4.93, 4.93] m.
- Nearest obstacle sector is far_right at 4.93 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.0010608596491218855,""y"":1.9824566403508797},{""x"":0.005446824561402587,""y"":2.478070675438599},{""x"":0.009832789473683289,""y"":2.973684710526318},{""x"":0.01421875438596399,""y"":3.4692987456140374},{""x"":0.01860471929824469,""y"":3.9649127807017566}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 26.76 m to 26.27 m from goal immediately and to 24.29 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.26 m against manifest obstacles with 0 violating segment(s).""}",0.0010608596491218855,1.9824566403508797,-2.5,0.005446824561402587,2.478070675438599,-2.5,0.009832789473683289,2.973684710526318,-2.5,0.01421875438596399,3.4692987456140374,-2.5,0.01860471929824469,3.9649127807017566,-2.5
1773825747.021649837,1773825747.021649837,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (0.01, 1.74, -2.50) m.
- Current velocity is (0.00, 0.06, 0.01) m/s (speed 0.06 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.22, 26.51, -0.00) m with distance 26.52 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.94, 11.54, -1.93) m, relative vector (-4.95, 9.81, 0.57) m, distance 11.00 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 5.00 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [5.02, 5.01, 5.01, 5.00, 5.00] m.
- Nearest obstacle sector is far_right at 5.00 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.005446824561402587,""y"":2.478070675438599},{""x"":0.009832789473683289,""y"":2.973684710526318},{""x"":0.01421875438596399,""y"":3.4692987456140374},{""x"":0.01860471929824469,""y"":3.9649127807017566},{""x"":0.022990684210525393,""y"":4.460526815789476}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 26.27 m to 25.77 m from goal immediately and to 23.79 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.27 m against manifest obstacles with 0 violating segment(s).""}",0.005446824561402587,2.478070675438599,-2.5,0.009832789473683289,2.973684710526318,-2.5,0.01421875438596399,3.4692987456140374,-2.5,0.01860471929824469,3.9649127807017566,-2.5,0.022990684210525393,4.460526815789476,-2.5
1773825753.954309225,1773825753.954309225,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.01, 2.23, -2.51) m.
- Current velocity is (0.00, 0.06, 0.01) m/s (speed 0.06 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.25, 26.02, 0.01) m with distance 26.02 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.79, 11.63, -1.68) m, relative vector (-4.78, 9.40, 0.83) m, distance 10.57 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.83 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.83, 4.83, 4.84, 4.84, 4.84] m.
- Nearest obstacle sector is far_left at 4.83 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.009832789473683289,""y"":2.973684710526318},{""x"":0.01421875438596399,""y"":3.4692987456140374},{""x"":0.01860471929824469,""y"":3.9649127807017566},{""x"":0.022990684210525393,""y"":4.460526815789476},{""x"":0.027376649122806095,""y"":4.956140850877195}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 25.77 m to 25.28 m from goal immediately and to 23.29 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.27 m against manifest obstacles with 0 violating segment(s).""}",0.009832789473683289,2.973684710526318,-2.5,0.01421875438596399,3.4692987456140374,-2.5,0.01860471929824469,3.9649127807017566,-2.5,0.022990684210525393,4.460526815789476,-2.5,0.027376649122806095,4.956140850877195,-2.5
1773825761.656350851,1773825761.656350851,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.03, 2.73, -2.47) m.
- Current velocity is (0.01, 0.05, -0.00) m/s (speed 0.05 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.26, 25.52, -0.03) m with distance 25.52 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.69, 10.85, -2.48) m, relative vector (-4.66, 8.12, -0.01) m, distance 9.37 m.
- Depth validity fraction is 0.55. Global nearest obstacle distance is 4.87 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.87, 4.87, 4.88, 4.88, 4.88] m.
- Nearest obstacle sector is far_left at 4.87 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.01421875438596399,""y"":3.4692987456140374},{""x"":0.01860471929824469,""y"":3.9649127807017566},{""x"":0.022990684210525393,""y"":4.460526815789476},{""x"":0.027376649122806095,""y"":4.956140850877195},{""x"":0.031762614035086796,""y"":5.451754885964914}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 25.28 m to 24.78 m from goal immediately and to 22.80 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.28 m against manifest obstacles with 0 violating segment(s).""}",0.01421875438596399,3.4692987456140374,-2.5,0.01860471929824469,3.9649127807017566,-2.5,0.022990684210525393,4.460526815789476,-2.5,0.027376649122806095,4.956140850877195,-2.5,0.031762614035086796,5.451754885964914,-2.5
1773825769.900957584,1773825769.900957584,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (-0.03, 3.22, -2.50) m.
- Current velocity is (-0.00, 0.05, 0.00) m/s (speed 0.05 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.27, 25.03, -0.00) m with distance 25.03 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 2. Nearest depth obstacle in NED is at (-4.66, 10.77, -2.54) m, relative vector (-4.63, 7.55, -0.04) m, distance 8.86 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.93 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.93, 4.93, 4.94, 4.95, 4.96] m.
- Nearest obstacle sector is far_left at 4.93 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.01860471929824469,""y"":3.9649127807017566},{""x"":0.022990684210525393,""y"":4.460526815789476},{""x"":0.027376649122806095,""y"":4.956140850877195},{""x"":0.031762614035086796,""y"":5.451754885964914},{""x"":0.0361485789473675,""y"":5.947368921052633}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 24.78 m to 24.29 m from goal immediately and to 22.30 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 6.19 m against manifest obstacles with 0 violating segment(s).""}",0.01860471929824469,3.9649127807017566,-2.5,0.022990684210525393,4.460526815789476,-2.5,0.027376649122806095,4.956140850877195,-2.5,0.031762614035086796,5.451754885964914,-2.5,0.0361485789473675,5.947368921052633,-2.5
1773825777.807347536,1773825777.807347536,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (0.00, 3.72, -2.48) m.
- Current velocity is (0.00, 0.05, -0.00) m/s (speed 0.05 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.23, 24.53, -0.02) m with distance 24.53 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 9. Nearest depth obstacle in NED is at (-4.60, 10.68, -1.90) m, relative vector (-4.60, 6.97, 0.58) m, distance 8.37 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.87 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.87, 4.88, 4.88, 4.88, 4.89] m.
- Nearest obstacle sector is far_left at 4.87 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.022990684210525393,""y"":4.460526815789476},{""x"":0.027376649122806095,""y"":4.956140850877195},{""x"":0.031762614035086796,""y"":5.451754885964914},{""x"":0.0361485789473675,""y"":5.947368921052633},{""x"":0.0405345438596482,""y"":6.442982956140352}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 24.29 m to 23.79 m from goal immediately and to 21.81 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 5.82 m against manifest obstacles with 0 violating segment(s).""}",0.022990684210525393,4.460526815789476,-2.5,0.027376649122806095,4.956140850877195,-2.5,0.031762614035086796,5.451754885964914,-2.5,0.0361485789473675,5.947368921052633,-2.5,0.0405345438596482,6.442982956140352,-2.5
1773825785.658589363,1773825785.658589363,0.000,offline_ground_truth_window,"Environment section (T(v)):
- Current position NED is (0.03, 4.21, -2.48) m.
- Current velocity is (-0.01, 0.06, 0.00) m/s (speed 0.07 m/s).
- Goal position NED is (0.23, 28.25, -2.50) m.
- Output contract: predict exactly 5 waypoint x/y pairs in NED. The planner will set every waypoint z to goal z = -2.50 m before execution.
- Goal delta from current state is (0.21, 24.04, -0.02) m with distance 24.04 m.
- Obstacle pipeline: depth_camera_to_body_to_ned_current_frame.
- Current depth frame obstacle points projected into NED: 6. Nearest depth obstacle in NED is at (-4.48, 10.77, -2.38) m, relative vector (-4.51, 6.56, 0.10) m, distance 7.96 m.
- Depth validity fraction is 0.54. Global nearest obstacle distance is 4.93 m.
- Sector minimum distances [far_left, left, center, right, far_right] are [4.94, 4.94, 4.94, 4.93, 4.93] m.
- Nearest obstacle sector is far_right at 4.93 m and clearance status is clear.
- Lateral planning hint: prefer center progress.","{""waypoints"":[{""x"":0.027376649122806095,""y"":4.956140850877195},{""x"":0.031762614035086796,""y"":5.451754885964914},{""x"":0.0361485789473675,""y"":5.947368921052633},{""x"":0.0405345438596482,""y"":6.442982956140352},{""x"":0.0449205087719289,""y"":6.9385969912280725}],""reasoning"":""Selected waypoint 0 moves the reference anchor from 23.79 m to 23.29 m from goal immediately and to 21.31 m by the final waypoint, so progress is 0.50 m selected / 2.48 m final and passes with monotonic goal-distance reduction. Kinematics is evaluated on 5 unique label waypoint(s), excluding consecutive duplicate terminal holds, and checks only that the trajectory stays within the configured bounds speed <= 15.00 m/s and acceleration <= 8.00 m/s^2, so kinematics passes. Goal is not reached within this label waypoint window. Safety passes: minimum clearance 5.46 m against manifest obstacles with 0 violating segment(s).""}",0.027376649122806095,4.956140850877195,-2.5,0.031762614035086796,5.451754885964914,-2.5,0.0361485789473675,5.947368921052633,-2.5,0.0405345438596482,6.442982956140352,-2.5,0.0449205087719289,6.9385969912280725,-2.5
